a|A0
tỏa|T W A3
tõa|T W A2
tóa|T W A4
tọa|T W A5
toác|T W A4 KC
toạc|T W A5 KC
tóac|T W A4 KC
tọac|T W A5 KC
toai|T W A0 IZ
toài|T W A1 IZ
toải|T W A3 IZ
toãi|T W A2 IZ
toái|T W A4 IZ
toại|T W A5 IZ
tòai|T W A1 IZ
tóai|T W A4 IZ
tọai|T W A5 IZ
toan|T W A0 NZ
toàn|T W A1 NZ
toản|T W A3 NZ
toãn|T W A2 NZ
toán|T W A4 NZ
toạn|T W A5 NZ
tòan|T W A1 NZ
tóan|T W A4 NZ
toang|T W A0 NGZ
toàng|T W A1 NGZ
toảng|T W A3 NGZ
toãng|T W A2 NGZ
toáng|T W A4 NGZ
toạng|T W A5 NGZ
tòang|T W A1 NGZ
tóang|T W A4 NGZ
toanh|T W EA0 NGZ
toành|T W EA1 NGZ
toảnh|T W EA3 NGZ
toãnh|T W EA2 NGZ
toánh|T W EA4 NGZ
toạnh|T W EA5 NGZ
toát|T W A4 TC
tóat|T W A4 TC
tóc|T OA4 KC
tọc|T OA5 KC
toe|T W E0
toè|T W E1
toé|T W E4
tòe|T W E1
tỏe|T W E3
tõe|T W E2
tóe|T W E4
tọe|T W E5
toéch|T W E4 KC
toem|T W E0 MZ
toèm|T W E1 MZ
toẻm|T W E3 MZ
toẽm|T W E2 MZ
toém|T W E4 MZ
toẹm|T W E5 MZ
toét|T W E4 TC
toẹt|T W E5 TC
tóet|T W E4 TC
tọet|T W E5 TC
toi|T O0 IZ
tòi|T O1 IZ
tỏi|T O3 IZ
tõi|T O2 IZ
tói|T O4 IZ
tọi|T O5 IZ
tom|T O0 MZ
tòm|T O1 MZ
tỏm|T O3 MZ
tõm|T O2 MZ
tóm|T O4 MZ
tọm|T O5 MZ
ton|T O0 NZ
tòn|T O1 NZ
tỏn|T O3 NZ
tõn|T O2 NZ
tón|T O4 NZ
tọn|T O5 NZ
tong|T OA0 NGZ
tòng|T OA1 NGZ
tỏng|T OA3 NGZ
tõng|T OA2 NGZ
tóng|T OA4 NGZ
tọng|T OA5 NGZ
toóc|T O4 OA4 KC
toọc|T O5 OA5 KC
top|T O0 PC
tóp|T O4 PC
tọp|T O5 PC
tót|T O4 TC
tọt|T O5 TC
tô|T OO0
tồ|T OO1
tổ|T OO3
tỗ|T OO2
tố|T OO4
tộ|T OO5
tốc|T OO4 KC
tộc|T OO5 KC
tôi|T OO0 IZ
tồi|T OO1 IZ
tổi|T OO3 IZ
tỗi|T OO2 IZ
tối|T OO4 IZ
tội|T OO5 IZ
tôm|T OO0 MZ
tồm|T OO1 MZ
tổm|T OO3 MZ
tỗm|T OO2 MZ
tốm|T OO4 MZ
tộm|T OO5 MZ
tôn|T OO0 NZ
tồn|T OO1 NZ
tổn|T OO3 NZ
tỗn|T OO2 NZ
tốn|T OO4 NZ
tộn|T OO5 NZ
tông|T OO0 NGZ
tồng|T OO1 NGZ
tổng|T OO3 NGZ
tỗng|T OO2 NGZ
tống|T OO4 NGZ
tộng|T OO5 NGZ
tốp|T OO4 PC
tốt|T OO4 TC
tột|T OO5 TC
tơ|T OW0
tờ|T OW1
tở|T OW3
tỡ|T OW2
tớ|T OW4
tợ|T OW5
tớc|TR OW4 KC
tợc|TR OW5 KC
tơi|T OW0 IZ
tời|T OW1 IZ
tởi|T OW3 IZ
tỡi|T OW2 IZ
tới|T OW4 IZ
tợi|T OW5 IZ
tơm|T OW0 MZ
tờm|T OW1 MZ
tởm|T OW3 MZ
tỡm|T OW2 MZ
tớm|T OW4 MZ
tợm|T OW5 MZ
tơn|T OW0 NZ
tờn|T OW1 NZ
tởn|T OW3 NZ
tỡn|T OW2 NZ
tớn|T OW4 NZ
tợn|T OW5 NZ
tớp|T OW4 PC
tợp|T OW5 PC
tớt|T OW4 TC
tợt|T OW5 TC
tra|TR A0
trà|TR A1
trả|TR A3
trã|TR A2
trá|TR A4
trạ|TR A5
trác|TR A4 KC
trạc|TR A5 KC
trách|TR EA4 KC
trạch|TR EA5 KC
trai|TR A0 IZ
trài|TR A1 IZ
trải|TR A3 IZ
trãi|TR A2 IZ
trái|TR A4 IZ
trại|TR A5 IZ
tràm|TR A1 MZ
trảm|TR A3 MZ
trám|TR A4 MZ
trạm|TR A5 MZ
tran|TR A0 NZ
tràn|TR A1 NZ
trản|TR A3 NZ
trãn|TR A2 NZ
trán|TR A4 NZ
trạn|TR A5 NZ
trang|TR A0 NGZ
tràng|TR A1 NGZ
trảng|TR A3 NGZ
trãng|TR A2 NGZ
tráng|TR A4 NGZ
trạng|TR A5 NGZ
tranh|TR EA0 NGZ
trành|TR EA1 NGZ
trảnh|TR EA3 NGZ
trãnh|TR EA2 NGZ
tránh|TR EA4 NGZ
trạnh|TR EA5 NGZ
trao|TR A0 UZ
trào|TR A1 UZ
trảo|TR A3 UZ
trão|TR A2 UZ
tráo|TR A4 UZ
trạo|TR A5 UZ
tráp|TR A4 PC
trát|TR A4 TC
trau|TR AW0 UZ
tràu|TR AW1 UZ
trảu|TR AW3 UZ
trãu|TR AW2 UZ
tráu|TR AW4 UZ
trạu|TR AW5 UZ
trảy|TR AW3 IZ
trắc|TR AW4 KC
trặc|TR AW5 KC
trăm|TR AW0 MZ
trằm|TR AW1 MZ
trẳm|TR AW3 MZ
trẵm|TR AW2 MZ
trắm|TR AW4 MZ
trặm|TR AW5 MZ
trăn|TR AW0 NZ
trằn|TR AW1 NZ
trẳn|TR AW3 NZ
trẵn|TR AW2 NZ
trắn|TR AW4 NZ
trặn|TR AW5 NZ
trăng|TR AW0 NGZ
trằng|TR AW1 NGZ
trẳng|TR AW3 NGZ
trẵng|TR AW2 NGZ
trắng|TR AW4 NGZ
trặng|TR AW5 NGZ
trắp|TR AW4 PC
trắt|TR AW4 TC
trâm|TR AA0 MZ
trầm|TR AA1 MZ
trẩm|TR AA3 MZ
trẫm|TR AA2 MZ
trấm|TR AA4 MZ
trậm|TR AA5 MZ
trân|TR AA0 NZ
trần|TR AA1 NZ
trẩn|TR AA3 NZ
trẫn|TR AA2 NZ
trấn|TR AA4 NZ
trận|TR AA5 NZ
trập|TR AA5 PC
trật|TR AA5 TC
trâu|TR AA0 UZ
trầu|TR AA1 UZ
trẩu|TR AA3 UZ
trẫu|TR AA2 UZ
trấu|TR AA4 UZ
trậu|TR AA5 UZ
trây|TR AA0 IZ
trầy|TR AA1 IZ
trẩy|TR AA3 IZ
trẫy|TR AA2 IZ
trấy|TR AA4 IZ
trậy|TR AA5 IZ
tre|TR E0
trè|TR E1
trẻ|TR E3
trẽ|TR E2
tré|TR E4
trẹ|TR E5
trem|TR E0 MZ
trèm|TR E1 MZ
trẻm|TR E3 MZ
trẽm|TR E2 MZ
trém|TR E4 MZ
trẹm|TR E5 MZ
tren|TR E0 NZ
trèn|TR E1 NZ
trẻn|TR E3 NZ
trẽn|TR E2 NZ
trén|TR E4 NZ
trẹn|TR E5 NZ
treo|TR E0 UZ
trèo|TR E1 UZ
trẻo|TR E3 UZ
trẽo|TR E2 UZ
tréo|TR E4 UZ
trẹo|TR E5 UZ
trét|TR E4 TC
trê|TR EE0
trề|TR EE1
trể|TR EE3
trễ|TR EE2
trế|TR EE4
trệ|TR EE5
trệch|TR EE5 KC
trên|TR EE0 NZ
trền|TR EE1 NZ
trển|TR EE3 NZ
trễn|TR EE2 NZ
trến|TR EE4 NZ
trện|TR EE5 NZ
trết|TR EE4 TC
trệt|TR EE5 TC
trêu|TR EE0 UZ
trều|TR EE1 UZ
trểu|TR EE3 UZ
trễu|TR EE2 UZ
trếu|TR EE4 UZ
trệu|TR EE5 UZ
tri|TR I0
trì|TR I1
trỉ|TR I3
trĩ|TR I2
trí|TR I4
trị|TR I5
trịa|TR IE5
trích|TR I4 KC
trịch|TR I5 KC
triền|TR IE1 NZ
triển|TR IE3 NZ
triện|TR IE5 NZ
triêng|TR IE0 NGZ
triềng|TR IE1 NGZ
triểng|TR IE3 NGZ
triễng|TR IE2 NGZ
triếng|TR IE4 NGZ
triệng|TR IE5 NGZ
triết|TR IE4 TC
triệt|TR IE5 TC
triều|TR IE1 UZ
triệu|TR IE5 UZ
trim|TR I0 MZ
trìm|TR I1 MZ
trỉm|TR I3 MZ
trĩm|TR I2 MZ
trím|TR I4 MZ
trịm|TR I5 MZ
trinh|TR I0 NGZ
trình|TR I1 NGZ
trỉnh|TR I3 NGZ
trĩnh|TR I2 NGZ
trính|TR I4 NGZ
trịnh|TR I5 NGZ
tríp|TR I4 PC
trít|TR I4 TC
trìu|TR I1 UZ
trĩu|TR I2 UZ
tro|TR O0
trò|TR O1
trỏ|TR O3
trõ|TR O2
tró|TR O4
trọ|TR O5
troăm|TR W AW0 MZ
troằm|TR W AW1 MZ
troẳm|TR W AW3 MZ
troẵm|TR W AW2 MZ
troắm|TR W AW4 MZ
troặm|TR W AW5 MZ
tróc|TR OA4 KC
trọc|TR OA5 KC
troem|TR W E0 MZ
troèm|TR W E1 MZ
troẻm|TR W E3 MZ
troẽm|TR W E2 MZ
troém|TR W E4 MZ
troẹm|TR W E5 MZ
troi|TR O0 IZ
tròi|TR O1 IZ
trỏi|TR O3 IZ
trõi|TR O2 IZ
trói|TR O4 IZ
trọi|TR O5 IZ
tròm|TR O1 MZ
tron|TR O0 NZ
tròn|TR O1 NZ
trỏn|TR O3 NZ
trõn|TR O2 NZ
trón|TR O4 NZ
trọn|TR O5 NZ
trong|TR OA0 NGZ
tròng|TR OA1 NGZ
trỏng|TR OA3 NGZ
trõng|TR OA2 NGZ
tróng|TR OA4 NGZ
trọng|TR OA5 NGZ
troong|TR O0 NGZ
troòng|TR O1 NGZ
troỏng|TR O3 NGZ
troõng|TR O2 NGZ
troóng|TR O4 NGZ
troọng|TR O5 NGZ
trót|TR O4 TC
trọt|TR O5 TC
trô|TR OO0
trồ|TR OO1
trổ|TR OO3
trỗ|TR OO2
trố|TR OO4
trộ|TR OO5
trốc|TR OO4 KC
trôi|TR OO0 IZ
trồi|TR OO1 IZ
trổi|TR OO3 IZ
trỗi|TR OO2 IZ
trối|TR OO4 IZ
trội|TR OO5 IZ
trộm|TR OO5 MZ
trôn|TR OO0 NZ
trồn|TR OO1 NZ
trổn|TR OO3 NZ
trỗn|TR OO2 NZ
trốn|TR OO4 NZ
trộn|TR OO5 NZ
trông|TR OO0 NGZ
trồng|TR OO1 NGZ
trổng|TR OO3 NGZ
trỗng|TR OO2 NGZ
trống|TR OO4 NGZ
trộng|TR OO5 NGZ
trốp|TR OO4 PC
trốt|TR OO4 TC
trơ|TR OW0
trờ|TR OW1
trở|TR OW3
trỡ|TR OW2
trớ|TR OW4
trợ|TR OW5
trơi|TR OW0 IZ
trời|TR OW1 IZ
trởi|TR OW3 IZ
trỡi|TR OW2 IZ
trới|TR OW4 IZ
trợi|TR OW5 IZ
trơn|TR OW0 NZ
trờn|TR OW1 NZ
trởn|TR OW3 NZ
trỡn|TR OW2 NZ
trớn|TR OW4 NZ
trợn|TR OW5 NZ
trớt|TR OW4 TC
trợt|TR OW5 TC
tru|TR U0
trù|TR U1
trủ|TR U3
trũ|TR U2
trú|TR U4
trụ|TR U5
trùa|TR UO1
truân|TR W AA0 NZ
truần|TR W AA1 NZ
truẩn|TR W AA3 NZ
truẫn|TR W AA2 NZ
truấn|TR W AA4 NZ
truận|TR W AA5 NZ
truất|TR W AA4 TC
trúc|TR U4 KC
trục|TR U5 KC
trui|TR U0 IZ
trùi|TR U1 IZ
trủi|TR U3 IZ
trũi|TR U2 IZ
trúi|TR U4 IZ
trụi|TR U5 IZ
trum|TR U0 MZ
trùm|TR U1 MZ
trủm|TR U3 MZ
trũm|TR U2 MZ
trúm|TR U4 MZ
trụm|TR U5 MZ
trùn|TR U1 NZ
trung|TR U0 NGZ
trùng|TR U1 NGZ
trủng|TR U3 NGZ
trũng|TR U2 NGZ
trúng|TR U4 NGZ
trụng|TR U5 NGZ
truồng|TR UO1 NGZ
trút|TR U4 TC
truy|TR W I0
truỵ|TR W I5
trùy|TR W IZ
trủy|TR W I3
trũy|TR W I2
trúy|TR W I4
trụy|TR W I5
truyền|TR W IE1 NZ
truyện|TR W IE5 NZ
truynh|TR W I0 NGZ
truỳnh|TR W I1 NGZ
truỷnh|TR W I3 NGZ
truỹnh|TR W I2 NGZ
truýnh|TR W I4 NGZ
truỵnh|TR W I5 NGZ
truyp|TR W I4 PC
truýp|TR W I4 PC
truỵp|TR W I5 PC
truyt|TR W I4 TC
truýt|TR W I4 TC
truỵt|TR W I5 TC
truyu|TR W I0 UZ
truỳu|TR W I1 UZ
truỷu|TR W I3 UZ
truỹu|TR W I2 UZ
truýu|TR W I4 UZ
truỵu|TR W I5 UZ
trư|TR UW0
trừ|TR UW1
trử|TR UW3
trữ|TR UW2
trứ|TR UW4
trự|TR UW5
trưa|TR WA0
trừa|TR WA1
trửa|TR WA3
trữa|TR WA2
trứa|TR WA4
trựa|TR WA5
trực|TR UW5 KC
trưm|TR UW0 MZ
trừm|TR UW1 MZ
trửm|TR UW3 MZ
trữm|TR UW2 MZ
trứm|TR UW4 MZ
trựm|TR UW5 MZ
trưn|TR UW0 NZ
trừn|TR UW1 NZ
trửn|TR UW3 NZ
trữn|TR UW2 NZ
trứn|TR UW4 NZ
trựn|TR UW5 NZ
trưng|TR UW0 NGZ
trừng|TR UW1 NGZ
trửng|TR UW3 NGZ
trững|TR UW2 NGZ
trứng|TR UW4 NGZ
trựng|TR UW5 NGZ
trước|TR WA4 KC
trườn|TR WA1 NZ
trương|TR WA0 NGZ
trường|TR WA1 NGZ
trưởng|TR WA3 NGZ
trưỡng|TR WA2 NGZ
trướng|TR WA4 NGZ
trượng|TR WA5 NGZ
trượt|TR WA5 TC
trừu|TR UW1 UZ
tu|T U0
tù|T U1
tủ|T U3
tũ|T U2
tú|T U4
tụ|T U5
tua|T UO0
tùa|T UO1
tủa|T UO3
tũa|T UO2
túa|T UO4
tụa|T UO5
tuân|T W AA0 NZ
tuần|T W AA1 NZ
tuẩn|T W AA3 NZ
tuẫn|T W AA2 NZ
tuấn|T W AA4 NZ
tuận|T W AA5 NZ
tuất|T W AA4 TC
túc|T U4 KC
tục|T U5 KC
tuế|T W EE4
tuệ|T W EE5
tuếch|T W EE4 KC
tuềnh|T W EE1 NGZ
tui|T U0 IZ
tùi|T U1 IZ
tủi|T U3 IZ
tũi|T U2 IZ
túi|T U4 IZ
tụi|T U5 IZ
tum|T U0 MZ
tùm|T U1 MZ
tủm|T U3 MZ
tũm|T U2 MZ
túm|T U4 MZ
tụm|T U5 MZ
tun|T U0 NZ
tùn|T U1 NZ
tủn|T U3 NZ
tũn|T U2 NZ
tún|T U4 NZ
tụn|T U5 NZ
tung|T U0 NGZ
tùng|T U1 NGZ
tủng|T U3 NGZ
tũng|T U2 NGZ
túng|T U4 NGZ
tụng|T U5 NGZ
tuộc|T UO5 KC
tuổi|T UO3 IZ
tuôn|T UO0 NZ
tuồn|T UO1 NZ
tuổn|T UO3 NZ
tuỗn|T UO2 NZ
tuốn|T UO4 NZ
tuộn|T UO5 NZ
tuông|T UO0 NGZ
tuồng|T UO1 NGZ
tuổng|T UO3 NGZ
tuỗng|T UO2 NGZ
tuống|T UO4 NGZ
tuộng|T UO5 NGZ
tuốt|T UO4 TC
tuột|T UO5 TC
túp|T U4 PC
tút|T U4 TC
tụt|T U5 TC
tuy|T W I0
tuỳ|T W I1
tuỷ|T W I3
tuý|T W I4
tuỵ|T W I5
tùy|T W I1
tủy|T W I3
tũy|T W I2
túy|T W I4
tụy|T W I5
tuya|T W IE0
tuỳa|T W IE1
tuỷa|T W IE3
tuỹa|T W IE2
tuýa|T W IE4
tuỵa|T W IE5
tuých|T W I4 KC
tuyên|T W IE0 NZ
tuyền|T W IE1 NZ
tuyển|T W IE3 NZ
tuyễn|T W IE2 NZ
tuyến|T W IE4 NZ
tuyện|T W IE5 NZ
tuyết|T W IE4 TC
tuyệt|T W IE5 TC
tuyn|T W I0 NZ
tuỳn|T W I1 NZ
tuỷn|T W I3 NZ
tuỹn|T W I2 NZ
tuýn|T W I4 NZ
tuỵn|T W I5 NZ
tuynh|T W I0 NGZ
tuỳnh|T W I1 NGZ
tuỷnh|T W I3 NGZ
tuỹnh|T W I2 NGZ
tuýnh|T W I4 NGZ
tuỵnh|T W I5 NGZ
tuýp|T W I4 PC
tuỵp|T W I5 PC
túyp|T W I4 PC
tuyt|T W I4 TC
tuýt|T W I4 TC
tuỵt|T W I5 TC
tuyu|T W I0 UZ
tuỳu|T W I1 UZ
tuỷu|T W I3 UZ
tuỹu|T W I2 UZ
tuýu|T W I4 UZ
tuỵu|T W I5 UZ
tư|T UW0
từ|T UW1
tử|T UW3
tữ|T UW2
tứ|T UW4
tự|T UW5
từa|T WA1
tứa|T WA4
tựa|T WA5
tức|T UW4 KC
tưm|T UW0 MZ
từm|T UW1 MZ
tửm|T UW3 MZ
tữm|T UW2 MZ
tứm|T UW4 MZ
tựm|T UW5 MZ
tưn|T UW0 NZ
từn|T UW1 NZ
tửn|T UW3 NZ
tữn|T UW2 NZ
tứn|T UW4 NZ
tựn|T UW5 NZ
tưng|T UW0 NGZ
từng|T UW1 NGZ
tửng|T UW3 NGZ
tững|T UW2 NGZ
tứng|T UW4 NGZ
tựng|T UW5 NGZ
tước|T WA4 KC
tược|T WA5 KC
tươi|T WA0 IZ
tười|T WA1 IZ
tưởi|T WA3 IZ
tưỡi|T WA2 IZ
tưới|T WA4 IZ
tượi|T WA5 IZ
tươm|T WA0 MZ
tườm|T WA1 MZ
tưởm|T WA3 MZ
tưỡm|T WA2 MZ
tướm|T WA4 MZ
tượm|T WA5 MZ
tương|T WA0 NGZ
tường|T WA1 NGZ
tưởng|T WA3 NGZ
tưỡng|T WA2 NGZ
tướng|T WA4 NGZ
tượng|T WA5 NGZ
tứt|T UW4 TC
tựt|T UW5 TC
tưu|T UW0 UZ
từu|T UW1 UZ
tửu|T UW3 UZ
tữu|T UW2 UZ
tứu|T UW4 UZ
tựu|T UW5 UZ
ty|T I0
tỳ|T I1
tỷ|T I3
tỹ|T I2
tý|T I4
tỵ|T I5
u|U0
ù|U1
ủ|U3
ũ|U2
ú|U4
ụ|U5
ua|UO0
ùa|UO1
ủa|UO3
ũa|UO2
úa|UO4
ụa|UO5
uẩn|W AA3 NZ
uất|W AA4 TC
uây|W AA0 IZ
uầy|W AA1 IZ
uẩy|W AA3 IZ
uẫy|W AA2 IZ
uấy|W AA4 IZ
uậy|W AA5 IZ
úc|U4 KC
ục|U5 KC
uen|W E0 NZ
uể|W EE3
uế|W EE4
ui|U0 IZ
ùi|U1 IZ
ủi|U3 IZ
ũi|U2 IZ
úi|U4 IZ
ụi|U5 IZ
um|U0 MZ
ùm|U1 MZ
ủm|U3 MZ
ũm|U2 MZ
úm|U4 MZ
ụm|U5 MZ
un|U0 NZ
ùn|U1 NZ
ủn|U3 NZ
ũn|U2 NZ
ún|U4 NZ
ụn|U5 NZ
ung|U0 NGZ
ùng|U1 NGZ
ủng|U3 NGZ
ũng|U2 NGZ
úng|U4 NGZ
ụng|U5 NGZ
uôm|UO0 MZ
uồm|UO1 MZ
uổm|UO3 MZ
uỗm|UO2 MZ
uốm|UO4 MZ
uộm|UO5 MZ
uôn|UO0 NZ
uồn|UO1 NZ
uổn|UO3 NZ
uỗn|UO2 NZ
uốn|UO4 NZ
uộn|UO5 NZ
uông|UO0 NGZ
uồng|UO1 NGZ
uổng|UO3 NGZ
uỗng|UO2 NGZ
uống|UO4 NGZ
uộng|UO5 NGZ
uột|UO5 TC
úp|U4 PC
ụp|U5 PC
út|U4 TC
uy|W I0
uỷ|W I3
uý|W I4
ùy|W I1
ủy|W I3
ũy|W I2
úy|W I4
ụy|W I5
uỵch|W I5 KC
ụych|W I5 KC
uyên|W IE0 NZ
uyền|W IE1 NZ
uyển|W IE3 NZ
uyễn|W IE2 NZ
uyến|W IE4 NZ
uyện|W IE5 NZ
uyn|W I0 NZ
uỳn|W I1 NZ
uỷn|W I3 NZ
uỹn|W I2 NZ
uýn|W I4 NZ
uỵn|W I5 NZ
uynh|W I0 NGZ
uỳnh|W I1 NGZ
uỷnh|W I3 NGZ
uỹnh|W I2 NGZ
uýnh|W I4 NGZ
uỵnh|W I5 NGZ
ùynh|W I1 NGZ
úynh|W I4 NGZ
uýp|W I4 PC
uỵp|W I5 PC
uyt|W I4 TC
uýt|W I4 TC
uỵt|W I5 TC
uyu|W I0 UZ
uỳu|W I1 UZ
uỷu|W I3 UZ
uỹu|W I2 UZ
uýu|W I4 UZ
uỵu|W I5 UZ
ư|UW0
ừ|UW1
ử|UW3
ữ|UW2
ứ|UW4
ự|UW5
ưa|WA0
ừa|WA1
ửa|WA3
ữa|WA2
ứa|WA4
ựa|WA5
ức|UW4 KC
ực|UW5 KC
ưm|UW0 MZ
ừm|UW1 MZ
ửm|UW3 MZ
ữm|UW2 MZ
ứm|UW4 MZ
ựm|UW5 MZ
ưn|UW0 NZ
ừn|UW1 NZ
ửn|UW3 NZ
ữn|UW2 NZ
ứn|UW4 NZ
ựn|UW5 NZ
ưng|UW0 NGZ
ừng|UW1 NGZ
ửng|UW3 NGZ
ững|UW2 NGZ
ứng|UW4 NGZ
ựng|UW5 NGZ
ước|WA4 KC
ươi|WA0 IZ
ười|WA1 IZ
ưởi|WA3 IZ
ưỡi|WA2 IZ
ưới|WA4 IZ
ượi|WA5 IZ
ươm|WA0 MZ
ườm|WA1 MZ
ưởm|WA3 MZ
ưỡm|WA2 MZ
ướm|WA4 MZ
ượm|WA5 MZ
ươn|WA0 NZ
ườn|WA1 NZ
ưởn|WA3 NZ
ưỡn|WA2 NZ
ướn|WA4 NZ
ượn|WA5 NZ
ương|WA0 NGZ
ường|WA1 NGZ
ưởng|WA3 NGZ
ưỡng|WA2 NGZ
ướng|WA4 NGZ
ượng|WA5 NGZ
ướp|WA4 PC
ướt|WA4 TC
ưu|UW0 UZ
ừu|UW1 UZ
ửu|UW3 UZ
ữu|UW2 UZ
ứu|UW4 UZ
ựu|UW5 UZ
va|V A0
và|V A1
vả|V A3
vã|V A2
vá|V A4
vạ|V A5
vác|V A4 KC
vạc|V A5 KC
vách|V EA4 KC
vạch|V EA5 KC
vai|V A0 IZ
vài|V A1 IZ
vải|V A3 IZ
vãi|V A2 IZ
vái|V A4 IZ
vại|V A5 IZ
vam|V A0 MZ
vàm|V A1 MZ
vảm|V A3 MZ
vãm|V A2 MZ
vám|V A4 MZ
vạm|V A5 MZ
van|V A0 NZ
vàn|V A1 NZ
vản|V A3 NZ
vãn|V A2 NZ
ván|V A4 NZ
vạn|V A5 NZ
vang|V A0 NGZ
vàng|V A1 NGZ
vảng|V A3 NGZ
vãng|V A2 NGZ
váng|V A4 NGZ
vạng|V A5 NGZ
vanh|V EA0 NGZ
vành|V EA1 NGZ
vảnh|V EA3 NGZ
vãnh|V EA2 NGZ
vánh|V EA4 NGZ
vạnh|V EA5 NGZ
vao|V A0 UZ
vào|V A1 UZ
vảo|V A3 UZ
vão|V A2 UZ
váo|V A4 UZ
vạo|V A5 UZ
váp|V A4 PC
vát|V A4 TC
vạt|V A5 TC
vau|V AW0 UZ
vàu|V AW1 UZ
vảu|V AW3 UZ
vãu|V AW2 UZ
váu|V AW4 UZ
vạu|V AW5 UZ
vay|V AW0 IZ
vày|V AW1 IZ
vảy|V AW3 IZ
vãy|V AW2 IZ
váy|V AW4 IZ
vạy|V AW5 IZ
vắc|V AW4 KC
vặc|V AW5 KC
vằm|V AW1 MZ
văn|V AW0 NZ
vằn|V AW1 NZ
vẳn|V AW3 NZ
vẵn|V AW2 NZ
vắn|V AW4 NZ
vặn|V AW5 NZ
văng|V AW0 NGZ
vằng|V AW1 NGZ
vẳng|V AW3 NGZ
vẵng|V AW2 NGZ
vắng|V AW4 NGZ
vặng|V AW5 NGZ
vắt|V AW4 TC
vặt|V AW5 TC
vân|V AA0 NZ
vần|V AA1 NZ
vẩn|V AA3 NZ
vẫn|V AA2 NZ
vấn|V AA4 NZ
vận|V AA5 NZ
vâng|V AA0 NGZ
vầng|V AA1 NGZ
vẩng|V AA3 NGZ
vẫng|V AA2 NGZ
vấng|V AA4 NGZ
vậng|V AA5 NGZ
vấp|V AA4 PC
vập|V AA5 PC
vất|V AA4 TC
vật|V AA5 TC
vâu|V AA0 UZ
vầu|V AA1 UZ
vẩu|V AA3 UZ
vẫu|V AA2 UZ
vấu|V AA4 UZ
vậu|V AA5 UZ
vây|V AA0 IZ
vầy|V AA1 IZ
vẩy|V AA3 IZ
vẫy|V AA2 IZ
vấy|V AA4 IZ
vậy|V AA5 IZ
ve|V E0
vè|V E1
vẻ|V E3
vẽ|V E2
vé|V E4
vẹ|V E5
véc|V E4 KC
vem|V E0 MZ
vèm|V E1 MZ
vẻm|V E3 MZ
vẽm|V E2 MZ
vém|V E4 MZ
vẹm|V E5 MZ
ven|V E0 NZ
vèn|V E1 NZ
vẻn|V E3 NZ
vẽn|V E2 NZ
vén|V E4 NZ
vẹn|V E5 NZ
veng|V E0 NGZ
vèng|V E1 NGZ
vẻng|V E3 NGZ
vẽng|V E2 NGZ
véng|V E4 NGZ
vẹng|V E5 NGZ
veo|V E0 UZ
vèo|V E1 UZ
vẻo|V E3 UZ
vẽo|V E2 UZ
véo|V E4 UZ
vẹo|V E5 UZ
vét|V E4 TC
vẹt|V E5 TC
vê|V EE0
về|V EE1
vể|V EE3
vễ|V EE2
vế|V EE4
vệ|V EE5
vện|V EE5 NZ
vênh|V EE0 NGZ
vềnh|V EE1 NGZ
vểnh|V EE3 NGZ
vễnh|V EE2 NGZ
vếnh|V EE4 NGZ
vệnh|V EE5 NGZ
vết|V EE4 TC
vệt|V EE5 TC
vi|V I0
vì|V I1
vỉ|V I3
vĩ|V I2
ví|V I4
vị|V I5
vỉa|V IE3
vía|V IE4
víc|V I4 KC
vích|V I4 KC
việc|V IE5 KC
viêm|V IE0 MZ
viềm|V IE1 MZ
viểm|V IE3 MZ
viễm|V IE2 MZ
viếm|V IE4 MZ
việm|V IE5 MZ
viên|V IE0 NZ
viền|V IE1 NZ
viển|V IE3 NZ
viễn|V IE2 NZ
viến|V IE4 NZ
viện|V IE5 NZ
viêng|V IE0 NGZ
viềng|V IE1 NGZ
viểng|V IE3 NGZ
viễng|V IE2 NGZ
viếng|V IE4 NGZ
việng|V IE5 NGZ
viết|V IE4 TC
việt|V IE5 TC
vim|V I0 MZ
vìm|V I1 MZ
vỉm|V I3 MZ
vĩm|V I2 MZ
vím|V I4 MZ
vịm|V I5 MZ
vin|V I0 NZ
vìn|V I1 NZ
vỉn|V I3 NZ
vĩn|V I2 NZ
vín|V I4 NZ
vịn|V I5 NZ
ving|V I0 NGZ
vinh|V I0 NGZ
vình|V I1 NGZ
vỉnh|V I3 NGZ
vĩnh|V I2 NGZ
vính|V I4 NGZ
vịnh|V I5 NGZ
vip|V I4 PC
víp|V I4 PC
vịp|V I5 PC
vít|V I4 TC
vịt|V I5 TC
viu|V I0 UZ
vìu|V I1 UZ
vỉu|V I3 UZ
vĩu|V I2 UZ
víu|V I4 UZ
vịu|V I5 UZ
vo|V O0
vò|V O1
vỏ|V O3
võ|V O2
vó|V O4
vọ|V O5
voa|V W A0
vòa|V W A1
vỏa|V W A3
võa|V W A2
vóa|V W A4
vọa|V W A5
voay|V W AW0 IZ
voày|V W AW1 IZ
voảy|V W AW3 IZ
voãy|V W AW2 IZ
voáy|V W AW4 IZ
voạy|V W AW5 IZ
voăng|V W AW0 NGZ
voằng|V W AW1 NGZ
voẳng|V W AW3 NGZ
voẵng|V W AW2 NGZ
voắng|V W AW4 NGZ
voặng|V W AW5 NGZ
vóc|V OA4 KC
voem|V W E0 MZ
voèm|V W E1 MZ
voẻm|V W E3 MZ
